1ID,Abbr,Full,Source
365,ArchPer,Archaeologia perusina,AJA
366,ArchPF,Archiv für Papyrusforschung und verwandte Gebiete,AJA
367,ArchPhilos,Archives de philosophie,AJA
368,ArchRW,Archiv für Religionswissenschaft,AJA
369,ArchSchw,Archäologie der Schweiz: Mitteilungsblatt der Schweizerischen Gesellschaft für Ur- und Frühgeschichte,AJA
370,ArchStor,Archivio storico italiano,AJA
371,ArchVen,Archeologia veneta,AJA
372,ArhVest,Arheoloski vestnik,AJA
373,ArqPort,O arqueólogo português,AJA
374,ArtB,The Art Bulletin,AJA
375,ArtJ,Art Journal,AJA
376,AS,Assyriological Studies,AJA
377,ASAE,Annales du Service des antiquités de l’Égypte,AJA
378,ASAtene,Annuario della Scuola archeologica di Atene e delle Missioni italiane in Oriente,AJA
379,ASE,Archaeological Survey of Egypt,AJA
380,Athenaeum,Athenaeum: Studi periodici di letteratura e storia dell’antichità, Università di Pavia,AJA
381,’Atiqot,’Atiqot: Journal of the Israel Department of Antiquities,AJA
382,AttiBol,Atti e memorie: Deputazione di storia patria per le province di Romagna (Bologna),AJA
383,AttiCAntCl,Atti: Centro ricerche e documentazione sull’antichità classica,AJA
384,AttiCSDIR,Atti: Centro studi e documentazione sull’Italia romana,AJA
385,AttiCStR,Atti del Congresso nazionale di studi romani,AJA
386,AttiFir,Atti e memorie dell’Accademia toscana di scienze e lettere “La Colombaria” (Florence),AJA
387,AttiIstr,Atti e memorie della Società istriana di archeologia e storia patria,AJA
388,AttiMGrecia,Atti e memorie della Società Magna Grecia,AJA
389,AttiMod,Atti e memorie: Deputazione di storia patria per le antiche province modenesi,AJA
390,AttiPal,Atti della Accademia di scienze, lettere e arti di Palermo,AJA
391,AttiPontAcc,Atti della Pontificia Accademia romana di archeologia,AJA
392,AttiTaranto,Atti del Convegno di studi sulla Magna Grecia, Taranto,AJA
393,AttiTor,Atti della Accademia delle scienze di Torino,AJA
394,AttiVen,Atti: Istituto veneto di scienze, lettere ed arti,AJA
395,AuChr,Antike und Christentum,AJA
396,AUF,Archiv für Urkundenforschung,AJA
397,AusgrFu,Ausgrabungen und Funde: Nachrichtenblatt für Vor- und Frühgeschichte,AJA
398,AvP,Altertümer von Pergamon,AJA
399,AZ,Archäologische Zeitung,AJA
400,BA,Beiträge zur Assyriologie,AJA
401,BAAlg,Bulletin d’archéologie algérienne,AJA
402,BABesch,Bulletin antieke beschaving: Annual Papers on Classical Archaeology,AJA
403,BAC,Bulletin archéologique du Comité des travaux historiques et scientifiques,AJA
404,BACrist,Bullettino di archeologia cristiana,AJA
405,BAHBeyrouth,Bibliothèque archéologique et historique, Institut français d’archéologie de Beyrouth,AJA
406,BAHIstanbul,Bibliothèque archéologique et historique, Institut français d’archéologie de Istanbul,AJA
407,BalkSt,Balkan Studies,AJA
408,BaM,Baghdader Mitteilungen,AJA
409,BAMaroc,Bulletin d’archéologie marocaine,AJA
410,BANarb,Bulletin de la Commission archéologique de Narbonne,AJA
411,BAncLit,Bulletin d’ancienne littérature et d’archéologie chrétienne,AJA
412,BAntFr,Bulletin de la Société nationale des antiquaires de France,AJA
413,BAProv,Bulletin archéologique du Provence,AJA
414,BAR,British Archaeological Reports,AJA
415,BAR-BS,British Archaeological Reports, British Series,AJA
416,BAR-IS,British Archaeological Reports, International Series,AJA
417,BASOR,Bulletin of the American Schools of Oriental Research,AJA
418,BASP,Bulletin of the American Society of Papyrologists,AJA
419,BASPR,Bulletin of the American School of Prehistoric Research,AJA
420,BAssBudé,Bulletin de l’Association Guillaume Budé,AJA
421,BByzI,Bulletin of the Byzantine Institute,AJA
422,BCH,Bulletin de correspondance hellénique,AJA
423,BCH Suppl.,Bulletin de correspondance hellénique: Supplément,AJA
424,BClevMus,The Bulletin of the Cleveland Museum of Art,AJA
425,BCSSA,Bollettino del Centro di studi per la storia dell’architettura,AJA
426,BdA,Bollettino d’arte,AJA
427,BdI,Bullettino dell’Istituto di corrispondenza archeologica,AJA
428,BÉFAR,Bibliothèque des Écoles françaises d’Athènes et de Rome,AJA
429,Belleten,Belleten: Türk tarih kurumu,AJA
430,BÉO,Bulletin d’études orientales (Damascus),AJA
431,BerlJV,Berliner Jahrbuch für Vor- und Frühgeschichte,AJA
432,BerlMus,Berliner Museen: Berichte aus den preussischen Kunstsammlungen,AJA
433,BerlNumZ,Berliner numismatische Zeitschrift,AJA
434,BerRGK,Bericht der Römisch-Germanischen Kommission,AJA
435,Berytus,Berytus: Archaeological Studies,AJA
436,BFAM,Bulletin of the Fogg Art Museum,AJA
437,BFC,Bollettino di filologia classica,AJA
438,BIABulg,Izvestija na Arheologiceskija institut: Bulletin de l'Institut archéologique bulgare,AJA
439,BIALond,Bulletin of the Institute of Archaeology of the University of London,AJA
440,BibAr,Bibliotheca archaeologica (Rome),AJA
441,BiblArch,See NEA,AJA
442,BibM,Bibliotheca mesopotamica,AJA
443,BibO,Bibliotheca orientalis,AJA
444,BICS,Bulletin of the Institute of Classical Studies of the University of London,AJA
445,BIÉ,Bulletin de l’Institut d’Égypte,AJA
446,BIES,Bulletin of the Israel Exploration Society,AJA
447,BIFAO,Bulletin de l’Institut français d’archéologie orientale de Caire,AJA
448,BIHBelge,Bulletin de l’Institut historique belge de Rome,AJA
449,BIranInst,Bulletin of the Iranian Institute,AJA
450,BJb,Bonner Jahrbücher des rheinischen Landesmuseums in Bonn und des Vereins von Altertumsfreunden im Rheinlande,AJA
451,BJPES,Bulletin of the Jewish Palestine Exploration Society,AJA
452,BLund,Bulletin de la Société royale de lettres de Lund,AJA
453,BMCR,Bryn Mawr Classical Review,AJA
454,BMF,Bulletin des Musées de France,AJA
455,BMFA,Bulletin of the Museum of Fine Arts, Boston,AJA
456,BMFEA,Bulletin of the Museum of Far Eastern Antiquities,AJA
457,BMMA,Bulletin of the Metropolitan Museum of Art, New York,AJA
458,BMon,Bulletin monumental,AJA
459,BMonMusPont,Bollettino dei monumenti, musei e gallerie Pontificie,AJA
460,BMOP,British Museum Occasional Paper,AJA
461,BMQ,British Museum Quarterly,AJA
462,BMusBeyr,Bulletin du Musée de Beyrouth,AJA
463,BMusBrux,Bulletin des Musées royaux d’art et d’histoire, Bruxelles,AJA
464,BMusHongr,Bulletin du Musée hongrois des beaux-arts,AJA
465,BMusImp,Bullettino del Museo dell’impero romano,AJA
466,BMY,The British Museum Yearbook,AJA
467,BNum,Bulletin de numismatique,AJA
468,BOffInt,Bulletin de l’Office internationale des Instituts d’archéologie et d’histoire de l’art,AJA
469,BollMC,Bolletino dei Musei comunali di Roma,AJA
470,BOran,Bulletin trimestriel des antiquités africaines recueillés par les soins de la Société de géographie et d’archéologie de la Province d’Oran,AJA
471,Boreas,Boreas: Münstersche Beiträge zur Archäologie,AJA
472,BPI,Bollettino di paleontologia italiana,AJA
473,BPW,Berliner philologische Wochenschrift,AJA
474,Britannia,Britannia: A Journal of Romano-British and Kindred Studies,AJA
475,BrookMusQ,Brooklyn Museum Quarterly,AJA
476,BSA,British School at Athens Annual,AJA
477,BSA Studies,British School at Athens Studies,AJA
478,BSAE,British School of Archaeology in Egypt, Publications,AJA
479,BSOAS,Bulletin of the School of Oriental and African Studies,AJA
480,BSocBulg,Bulletin de la Société archéologique bulgare,AJA
481,BSOS,Bulletin of the School of Oriental Studies,AJA
482,BSPF,Bulletin de la Société préhistorique franĉaise,AJA
483,BSR,See PBSR,AJA
484,BSRAA,Bulletin de la Société royale d’archéologie d’Alexandrie,AJA
485,BStM,Bollettino dell’Associazione internazionale degli studi mediterranei,AJA
486,BullAIEMA,Bulletin d’information de l’Association internationale pour l’étude de la mosaïque antique,AJA
487,BullCom,Bullettino della Commissione archeologica Comunale di Roma,AJA
488,BullGov,Bullettino della Commissione archeologica del Governatorato di Roma,AJA
489,BullRoum,Académie roumaine, Bulletin de la section historique,AJA
490,BullZagreb,Bulletin international de l’Académie yugoslave (Zagreb),AJA
491,BurlMag,The Burlington Magazine,AJA
492,BWPr,Winckelmannsprogramm der archäologischen Gesellschaft zu Berlin,AJA
493,Byzantion,Byzantion: Revue internationale des études byzantines,AJA
494,ByzArch,Byzantinisches Archiv,AJA
495,ByzZeit,Byzantinische Zeitschrift,AJA
496,Caesaraugusta,Caesaraugusta: Publicaciones del Seminario de arqueología y numismática,AJA
497,CaesMarit,The Joint Expedition to Caesarea Maritima, Excavation Reports,AJA
498,CAF,Congrès archéologique de France,AJA
499,CAG,Carte archéologique de la Gaule,AJA
500,CAH,Cambridge Ancient History,AJA
501,CahArch,Cahiers archéologiques,AJA
502,CahArchSubaq,Cahiers d’archéologie subaquatique,AJA
503,CahArt,Cahiers d’art,AJA
504,CahByrsa,Cahiers de Byrsa,AJA
505,CahÉtAnc,Cahiers des études anciennes,AJA
506,CahHistArch,Cahiers d’histoire et d’archéologie,AJA
507,CahNum,Cahiers numismatiques,AJA
508,CAJ,Cambridge Archaeological Journal,AJA
509,CANE,Civilizations of the Ancient Near East,AJA
510,CÉFR,Collection de l’École française de Rome,AJA
511,CHD,The Hittite Dictionary of the Oriental Institute of the University of Chicago,AJA
512,Chiron,Chiron: Mitteilungen der Kommission für alte Geschichte und Epigraphik des Deutschen Archäologischen Instituts,AJA
513,CHR,Catholic Historical Review,AJA
514,ChrÉg,Chronique d’Égypte,AJA
515,CJ,Classical Journal,AJA
516,ClAnt,Classical Antiquity,AJA
517,ClMed,Classica et mediaevalia: Revue danoise de philologie et d'histoire,AJA
518,ClRh,Clara Rhodos,AJA
519,CMH,Cambridge Mediaeval History,AJA
520,CoinH,Coin Hoards,AJA
521,CollLatomus,Collection Latomus,AJA
522,Corinth,Corinth: Results of Excavations Conducted by the American School of Classical Studies at Athens,AJA
523,CP,Classical Philology,AJA
524,CPCA,University of California Publications in Classical Archaeology,AJA
525,CPCP,University of California Publications in Classical Philology,AJA
526,CPJ,Corpus papyrorum Judaicarum,AJA
527,CQ,Classical Quarterly,AJA
528,CR,Classical Review,AJA
529,CRAI,Comptes rendus des séances de l’Académie des inscriptions et belles-lettres (Paris),AJA
530,CretAnt,Creta Antica: Rivista internazionale di studi archeologici, storici ed epigrafici,AJA
531,CretChron,Kretika chronika: Keimena kai meletai tes kretikes istorias,AJA
532,CronCatania,Cronache di archeologia e di storia dell’arte, Università di Catania,AJA
533,CronErcol,Cronache ercolanensi,AJA
534,CronPomp,Cronache pompeiane,AJA
535,CRPétersb,Compte-rendu de la Commission impériale archéologique, St. Pétersbourg,AJA
536,CSCA,University of California Studies in Classical Antiquity,AJA
537,CSCO,Corpus scriptorum christianorum orientalium,AJA
538,CSE,Corpus speculorum etruscorum,AJA
539,CSEL,Corpus scriptorum ecclesiasticorum latinorum,AJA
540,CSIR,Corpus signorum imperii romani,AJA
541,CUE,Corpus delle urne etrusche di eta ellenistics,AJA
542,CurrAnthr,Current Anthropology,AJA
543,CVind,Commentationes Vindobonenses,AJA
544,CW,Classical World,AJA
545,Dacia,Dacia: Revue d’archéologie et d’histoire ancienne,AJA
546,DAF,Documents d’archéologie française,AJA
547,Dédalo,Dédalo: Revista de arte e arqueologia,AJA
548,Délos,Exploration archéologique de Délos faite par l’École française d’Athènes,AJA
549,DenkschrWien,Österreichische Akademie der Wissenschaften, Wien, Philosophisch-historische Klasse: Denkschriften,AJA
550,DialArch,Dialoghi di archeologia,AJA
551,Dioniso,Dioniso: Trimestrale di studi sul teatro antico,AJA
552,DissPan,Dissertationes Pannonicae,AJA
553,DissPontAcc,Atti della Pontificia Accademia romana di archeologia: Dissertazioni,AJA
554,DJbN,Deutsches Jahrbuch für Numismatik,AJA
555,DLZ,Deutsche Literaturzeitung,AJA
556,DM,Damaszener Mitteilungen,AJA
557,DOP,Dumbarton Oaks Papers,AJA
558,DossPar,Histoire et archéologie: Les dossiers (Paris),AJA
559,EchCl,Echos du monde classique: Classical Views,AJA
560,EchOr,Echos d’Orient,AJA
561,EEF,Egypt Exploration Fund,AJA
562,EES,Egypt Exploration Society,AJA
563,ÉHPR,Études d’histoire et de philosophie religieuses,AJA
564,EHR,English Historical Review,AJA
565,EJA,European Journal of Archaeology,AJA
566,Eirene,Eirene: Studia graeca et latina,AJA
567,Emerita,Emerita: Boletín de linguística y filología clásica,AJA
568,EntrHardt,Entretiens Hardt,AJA
569,Eos,Eos: Commentarii Societatis philologae polonorum,AJA
570,EpetByz,Epeteris Etaireias Buzantinon spoudon,AJA
571,EphDac,Ephemeris dacoromana,AJA
572,EphEp,Ephemeris epigraphica,AJA
573,Ephesos,Forschungen in Ephesos veröffentlicht vom Österreichischen Archäologischen Institut in Wien,AJA
574,EpigAnat,Epigraphica Anatolica: Zeitschrift für Epigraphik und historische Geographie Anatoliens,AJA
575,Epigraphica,Epigraphica: Rivista italiana di epigrafia,AJA
576,EPK,Egyetemes philologiai Közlöny,AJA
577,ÉPRO,Études préliminaires aux religions orientales dans l'empire romain,AJA
578,EpSt,Epigraphische Studien,AJA
579,EranJb,Eranos Jahrbuch,AJA
580,Eranos,Eranos: Acta philologica suecana,AJA
581,Ergon,To Ergon tes Archaiologikes Etaireias,AJA
582,ErIsr,Eretz-Israel,AJA
583,ESA,Eurasia septentrionalis antiqua,AJA
584,ÉtBalk,Études balkaniques,AJA
585,ÉtByz,Études byzantines,AJA
586,ÉtCelt,Études celtiques,AJA
587,ÉtCl,Les études classiques,AJA
588,ÉtCrét,Études crétoises,AJA
589,EthnolAnz,Ethnologischer Anzeiger,AJA
590,Ethnos,Ethnos: Revista do Instituto português de arqueologia, história e etnografia,AJA
591,ÉtPap,Études de papyrologie,AJA
592,EtrStud,Etruscan Studies: Journal of the Etruscan Foundation,AJA
593,ÉtTrav,Études et travaux: Studia i prace. Travaux du Centre d’archéologie méditerranéenne de l’Académie des sciences polonaise,AJA
594,EW,East and West,AJA
595,ExcArqEsp,Excavaciones arqueológicas en España,AJA
596,Expedition,Expedition: Bulletin of the University Museum of the University of Pennsylvania,AJA
597,FA,Fasti archaeologici,AJA
598,FdD,Fouilles de Delphes, École Française d’Athènes,AJA
599,FelRav,Felix Ravenna,AJA
600,FIFAO,Fouilles de l’Institut français d’archéologie orientale,AJA
601,Figlina,Figlina: Documents du Laboratoire de céramologie de Lyon,AJA
602,FolArch,Folia archaeologica: Magyar Nemzeti Múzeum Történeti Múzeumänak Évkönyve,AJA
603,FolOr,Folia orientalia,AJA
604,Franchthi,Excavations at Franchthi Cave, Greece,AJA
605,FuB,Forschungen und Berichte: Staatliche Museen zu Berlin,AJA
606,FuF,Forschungen und Fortschritte,AJA
607,GacNum,Gaceta numismática (Barcelona),AJA
608,Gallia,Gallia: Fouilles et monuments archéologiques en France métropolitaine,AJA
609,GalliaPrHist,Gallia préhistoire,AJA
610,GaR,Greece and Rome,AJA
611,GazArch,Gazette archéologique,AJA
612,GBA,Gazette des beaux-arts,AJA
613,GCS,Griechische christliche Schriftsteller der ersten drei Jahrhunderte,AJA
614,Genava,Genava: Bulletin du Musée de Genève,AJA
615,Germania,Germania: Anzeiger der Römisch-Germanischen Kommission des Deutschen Archäologischen Instituts,AJA
616,GettyMusJ,The J. Paul Getty Museum Journal,AJA
617,GGA,Göttingische gelehrte Anzeiger,AJA
618,Glotta,Glotta: Zeitschrift für griechische und lateinische Sprache,AJA
619,Gnomon,Gnomon: Kritische Zeitschrift für die gesamte klassische Altertumswissenschaft,AJA
620,GöttNachr,Nachrichten von der Gesellschaft der Wissenschaften zu Göttingen,AJA
621,GPVJ,Gesellschaft pro Vindonissa: Jahresbericht,AJA
622,GrazBeitr,Grazer Beiträge,AJA
623,GRBM,Greek, Roman and Byzantine Monographs,AJA
624,GRBS,Greek, Roman and Byzantine Studies,AJA
625,GRBSA,Greek, Roman and Byzantine Scholarly Aids,AJA
626,Gymnasium,Gymnasium: Zeitschrift für Kultur der Antike und humanistische Bildung,AJA
627,HallWPr,Hallisches Winckelmannsprogramm,AJA
628,HBA,Hamburger Beiträge zur Archäologie,AJA
629,HBN,Hamburger Beiträge zur Numismatik,AJA
630,Helikon,Helikon: Rivista di tradizione e cultura classica,AJA
631,Helinium,Helinium: Revue consacrée à l’archéologie des Pays-Bas, de la Belgique et du Grand Duché de Luxembourg,AJA
632,Helios,Helios: Journal of the Classical Association of the Southwestern United States,AJA
633,HelvArch,Helvetia archaeologica,AJA
634,Hephaistos,Hephaistos: Kritische Zeitschrift zur Theorie und Praxis der Archäologie und angrenzendes Wissenschaften,AJA
635,Hermes,Hermes: Zeitschrift für klassische Philologie,AJA
636,Hesperia,Hesperia: The Journal of the American School of Classical Studies at Athens,AJA
637,HispAnt,Hispania antigua: Revista de historia antigua,AJA
638,Historia,Historia: Zeitschrift für alte Geschichte,AJA
639,HistrArch,Histria archaeologica,AJA
640,HJ,Historisches Jahrbuch,AJA
641,HSCP,Harvard Studies in Classical Philology,AJA
642,HTR,Harvard Theological Review,AJA
643,HuelvaArq,Huelva arqueológica,AJA
644,HZ,Historische Zeitschrift,AJA
645,IEJ,Israel Exploration Journal,AJA
646,IGForsch,Indogermanische Forschungen,AJA
647,IJb,Indogermanisches Jahrbuch,AJA
648,IJCT,International Journal of the Classical Tradition,AJA
649,IJMES,International Journal for Middle East Studies,AJA
650,IJNA,International Journal of Nautical Archaeology and Underwater Exploration,AJA
651,ILN,The Illustrated London News,AJA
652,IMJ,Israel Museum Journal,AJA
653,IMN,Israel Museum News,AJA
654,INJ,Israel Numismatic Journal,AJA
655,IntArch,Internet Archaeology,AJA
656,IOS,Israel Oriental Studies,AJA
657,Iran,Iran: Journal of the British Institute of Persian Studies,AJA
658,IrAnt,Iranica antiqua,AJA
659,Iraq,Iraq, published by the British School of Archaeology in Iraq,AJA
660,IsMEO,Istituto italiano per il Medio ed Estremo Oriente,AJA
661,IstArkMüzYill,Istanbul Arkeologi Müzeleri Yilligi,AJA
662,IstForsch,Istanbuler Forschungen,AJA
663,IstMitt,Istanbuler Mitteilungen,AJA
664,IstMitt-BH,Istanbuler Mitteilungen: Beiheft,AJA
665,Italica,Italica: Cuadernos de trabajos de la Escuela española de historica y arqueología en Roma,AJA
666,JaarbAkAmst,Jaarboek van de Akademie te Amsterdam,AJA
667,JAC,Jahrbuch für Antike und Christentum,AJA
668,JANER,Journal of Ancient Near Eastern Religions,AJA
669,JANES,Journal of the Ancient Near East Society of Columbia University,AJA
670,JAnthArch,Journal of Anthropological Archaeology,AJA
671,JAOS,Journal of the American Oriental Society,AJA
672,JARCE,Journal of the American Research Center in Egypt,AJA
673,JAS,Journal of Archaeological Science,AJA
674,JBerlMus,Jahrbuch der Berliner Museen,AJA
675,JBernHistMus,Jahrbuch des Bernischen historischen Museums,AJA
676,JBL,Journal of Biblical Literature,AJA
677,JCS,Journal of Cuneiform Studies,AJA
678,JdI,Jahrbuch des Deutschen Archäologischen Instituts,AJA
679,JdI-EH,Jahrbuch des Deutschen Archäologischen Instituts: Ergänzungsheft,AJA
680,JEA,The Journal of Egyptian Archaeology,AJA
681,JEOL,Jaarbericht van het Vooraziatisch-egyptisch genootschap “Ex Oriente Lux”,AJA
682,JESHO,Journal of the Economic and Social History of the Orient,AJA
683,JFA,Journal of Field Archaeology,AJA
684,JGH,Journal of Garden History (continued by SHG),AJA
685,JGött,Jahrbuch der Akademie der Wissenschaften in Göttingen,AJA
686,JGS,Journal of Glass Studies,AJA
687,JHS,Journal of Hellenic Studies,AJA
688,JIAN,Journal international d’archéologie numismatique,AJA
689,JIES,Journal of Indo-European Studies,AJA
690,JJurP,Journal of Juristic Papyrology,AJA
691,JKF,Jahrbuch für kleinasiatische Forschung,AJA
692,JKSW,Jahrbuch der Kunsthistorischen Sammlungen in Wien,AJA
693,JMA,Journal of Mediterranean Archaeology,AJA
694,JMainz,Jahrbuch: Akademie der Wissenschaften und der Literatur (Mainz),AJA
695,JMFA,Journal of the Museum of Fine Arts, Boston,AJA
696,JMithSt,Journal of Mithraic Studies,AJA
697,JMünch,Jahrbuch: Bayerische Akademie der Wissenschaften (Munich),AJA
698,JNES,Journal of Near Eastern Studies,AJA
699,JNG,Jahrbuch für Numismatik und Geldgeschichte,AJA
700,JÖB,Jahrbuch der Österreichischen Byzantinistik (formerly JÖBG),AJA
701,JOS,Journal of Oman Studies,AJA
702,JP,Journal of Philology,AJA
703,JPKB,Jahrbuch preussischer Kulturbesitz,AJA
704,JPKS,Jahrbuch der preussischen Kunstsammlungen,AJA
705,JPOS,Journal of the Palestine Oriental Society,AJA
706,JPR,Journal of Prehistoric Religion,AJA
707,JQR,Jewish Quarterly Review,AJA
708,JRA,Journal of Roman Archaeology,AJA
709,JRAI,Journal of the Royal Anthropological Institute,AJA
710,JRAS,Journal of the Royal Asiatic Society,AJA
711,JRel,Journal of Religion,AJA
712,JRGS,Journal of the Royal Geographic Society,AJA
713,JRGZM,Jahrbuch des Römisch-germanischen Zentralmuseums, Mainz,AJA
714,JRS,Journal of Roman Studies,AJA
715,JSAH,Journal of the Society of Architectural Historians,AJA
716,JSav,Journal des savants,AJA
717,JSOR,Journal of the Society of Oriental Research,AJA
718,JSS,Journal of Semitic Studies,AJA
719,JThS,Journal of Theological Studies,AJA
720,Jura,Jura: Rivista internazionale di diritto romano e antico,AJA
721,JWalt,Journal of the Walters Art Gallery,AJA
722,JWarb,Journal of the Warburg and Courtauld Institutes,AJA
723,Kadmos,Kadmos: Zeitschrift für vor- und frühgriechische Epigraphik,AJA
724,Kairos,Kairos: Zeitschrift für Religionswissenschaft und Theologie,AJA
725,Karthago,Karthago: Revue d’archéologie africaine,AJA
726,Kenchreai,Kenchreai: Eastern Port of Corinth. Results of Investigations by the University of Chicago and Indiana University for the American School of Classical Studies at Athens,AJA
727,Kerameikos,Kerameikos: Ergebnisse der Ausgrabungen,AJA
728,KF,Kleinasiatische Forschungen,AJA
729,Klearchos,Klearchos: Bollettino dell’Associazione amici del Museo nazionale di Reggio Calabria,AJA
730,Klio,Klio: Beiträge zur alten Geschichte,AJA
731,KMT,KMT: A Modern Journal of Ancient Egypt,AJA
732,Kokalos,Kokalos: Studi pubblicati dall’Istituto di storia antica dell’Università di Palermo,AJA
733,KölnJb,Kölner Jahrbuch für Vor- und Frühgeschichte,AJA
734,KölnMusB,Kölner Museums-Bulletin (formerly MusKöln/BMusKöln),AJA
735,LÄ,Lexicon der Ägyptologie,AJA
736,Latinitas,Latinitas: Commentarii linguae latinae excolendae,AJA
737,Latomus,Latomus: Revue d’études latines,AJA
738,LCM,Liverpool Classical Monthly,AJA
739,Levant,Levant: Journal of the British School of Archaeology in Jerusalem and the British Institute at Amman for Archaeology and History,AJA
740,LibAnt,Libya antiqua,AJA
741,LibSt,Libyan Studies,AJA
742,LitArts,Liturgical Arts,AJA
743,LSA,Lavori e studi di archeologia pubblicati dalla Soprintendenza archeologica di Roma,AJA
744,L'Urbe,L’Urbe: Rivista romana,AJA
745,MÂ,Le moyen âge,AJA
746,MAAR,Memoirs of the American Academy in Rome,AJA
747,MAGW,Mitteilungen der anthropologischen Gesellschaft (Vienna),AJA
748,Maia,Maia: Rivista di letterature classiche,AJA
749,MAMA,Monumenta Asiae minoris antiqua,AJA
750,MAntFr,Mémoires de la Société nationale des antiquaires de France,AJA
751,MarbWPr,Marburger Winckelmann-Programm,AJA
752,Mari,Mari: Annales de recherches interdisciplinaires,AJA
753,Marsyas,Marsyas: Studies in the History of Art,AJA
754,MASCAJ,MASCA Journal: Museum Applied Science Center for Archaeology, University Museum, University of Pennsylvania,AJA
755,MASCAP,MASCA Research Papers in Science and Archaeology,AJA
756,MCl,Il mondo classico,AJA
757,MDAV,Mitteilungen des Deutschen Archäologen-Verbandes,AJA
758,MdF,Musées de France,AJA
759,MdI,Mitteilungen des Deutschen Archäologischen Instituts,AJA
760,MDIK,Mitteilungen des Deutschen Archäologischen Instituts, Abteilung Kairo,AJA
761,MDOG,Mitteilungen der Deutschen Orient-Gesellschaft zu Berlin,AJA
762,MDP,Mémoires de la Délégation franĉaise en Perse,AJA
763,Meded,Mededeelingen van het Nederlands Historisch Instituut te Rome,AJA
764,MedHum,Medievalia et humanistica,AJA
765,MeditArch,Mediterranean Archaeology: Australian and New Zealand Journal for the Archaeology of the Mediterranean World,AJA
766,MedKøb,Meddelelser fra Ny Carlsberg Glyptotek (Copenhagen),AJA
767,MedMusB,Medelhavsmuseet, Bulletin (Stockholm),AJA
768,MedRen,Mediaeval and Renaissance Studies,AJA
769,MÉFR,Mélanges d’archéologie et d’histoire de l’École française de Rome,AJA
770,MÉFRA,Mélanges de l’École française de Rome, Antiquité,AJA
771,MÉFRM,Mélanges de l’École française de Rome: Moyen âge, temps modernes,AJA
772,MélBeyrouth,Mélanges de l’Université Saint Joseph, Beyrouth,AJA
773,MémAcInscr,Mémoires présentés par divers savants à l’Académie des inscriptions et belles lettres (Paris),AJA
774,MemBol,Atti della Accademia delle scienze dell’Istituto di Bologna: Memorie,AJA
775,MemLinc,Memorie: Atti della Accademia nazionale dei Lincei, Classe di scienze morali, storiche e filologiche,AJA
776,MemNap,Memorie dell’Accademia di archeologia, lettere e belle arti di Napoli,AJA
777,MemPontAcc,Memorie: Atti della Pontificia Accademia romana di archeologia,AJA
778,Mesopotamia,Mesopotamia: Rivista di archeologia,AJA
779,MF,Madrider Forschungen,AJA
780,MGH,Monumenta Germaniae historica,AJA
781,MIÉ,Mémoires de l’Institut d’Égypte,AJA
782,Milet,Milet: Ergebnisse der Ausgrabungen und Untersuchungen seit dem Jahre 1899,AJA
783,Minerva,Minerva: The International Review of Ancient Art and Archaeology (London),AJA
784,Minos,Minos: Revista de filología egea,AJA
785,MIO,Mitteilungen des Instituts für Orientforschung,AJA
786,MittNumGes,Mitteilungen, Numismatische Gesellschaft (Vienna),AJA
787,MLJ,Modern Language Journal,AJA
788,MLN,Modern Language Notes,AJA
789,MM,Madrider Mitteilungen,AJA
790,MMAJ,Metropolitan Museum of Art Journal,AJA
791,MMS,Metropolitan Museum Studies,AJA
792,Mnemosyne,Mnemosyne: Bibliotheca classica batava,AJA
793,MÖIG,Mitteilungen des Österreichischen Instituts für Geschichtsforschung,AJA
794,MonAnt,Monumenti antichi,AJA
795,MÖNG,Mitteilungen der Österreichischen numismatischen Gesellschaft,AJA
796,MonInst,Monumenti inediti pubblicati dall'Instituto di corrispondenzaarcheologica,AJA
797,MonPiot,Monuments et mémoires: Fondation E. Piot,AJA
798,MüJb,Münchener Jahrbuch der bildenden Kunst,AJA
799,MünchBeitr,Münchener Beiträge zur Papyrusforschung und antiken Rechtsgeschichte,AJA
800,MusB,Musée belge,AJA
801,Muse,Muse: Annual of the Museum of Art and Archaeology, University of Missouri,AJA
802,MusHelv,Museum Helveticum,AJA
803,MusJ,Museum Journal (Philadelphia),AJA
804,MVAG,Mitteilungen der vorderasiatisch-aegyptischen Gesellschaft,AJA
805,MVEOL,Mededeelingen en Verhandelingen ex Oriente Lux,AJA
806,MZ,Mainzer Zeitschrift,AJA
807,NA,Neues Archiv der Gesellschaft für ältere deutsche Geschichtskunde,AJA
808,NAHisp,Noticiario arqueológico hispánico,AJA
809,NAkG,Nachrichten von der Akademie der Wissenschaften in Göttingen,AJA
810,NatGeogRes,National Geographic Research,AJA
811,NC,Numismatic Chronicle,AJA
812,NCirc,Numismatic Circular,AJA
813,NEA,Near Eastern Archaeology (formerly BiblArch),AJA
814,Nichoria,Excavations at Nichoria in Southwest Greece,AJA
815,NJbb,(Neue) Jahrbücher für Philologie und Pädagogik; Neue Jahrbücher für das klassische Altertum; Neue Jahrbücher für Wissenschaft und Jugendbildung,AJA
816,NL,Numismatic Literature,AJA
817,NLB,Numismatisches Literaturblatt,AJA
818,NNM,American Numismatic Society: Numismatic Notes and Monographs,AJA
819,NomChron,Nomismatika chronika,AJA
820,NouvArch,Nouvelles archives des Missions scientifiques,AJA
821,NouvClio,La nouvelle Clio,AJA
